left_instance_id,right_instance_id,label
www.flexshopper.com//1098,www.amazon.com//1389,1
www.amazon.com//291,www.amazon.com//1081,1
buy.net//634,www.amazon.com//1014,1
www.amazon.com//2395,buy.net//393,1
www.flexshopper.com//2173,buy.net//634,1
www.amazon.com//1313,www.amazon.com//291,1
www.amazon.com//1313,www.amazon.com//1014,1
www.amazon.com//1081,www.amazon.com//2395,1
www.amazon.com//1081,www.amazon.com//1389,1
www.amazon.com//291,www.flexshopper.com//1098,1
www.amazon.com//1014,www.amazon.com//1389,1
www.amazon.com//291,buy.net//393,1
www.amazon.com//2395,www.amazon.com//1389,1
www.amazon.com//1313,www.amazon.com//1081,1
www.amazon.com//1081,www.amazon.com//2226,1
buy.net//634,www.flexshopper.com//1098,1
www.amazon.com//1014,www.amazon.com//2226,1
buy.net//393,www.amazon.com//1389,1
www.flexshopper.com//2173,www.amazon.com//291,1
www.flexshopper.com//1098,www.amazon.com//2395,1
www.amazon.com//291,www.amazon.com//1014,1
buy.net//634,www.amazon.com//1081,1
buy.net//634,buy.net//393,1
buy.net//393,www.amazon.com//2226,1
www.amazon.com//1313,www.flexshopper.com//1098,1
www.flexshopper.com//2173,www.amazon.com//2395,1
www.flexshopper.com//1098,www.amazon.com//2226,1
www.amazon.com//291,www.amazon.com//1389,1
www.amazon.com//1313,buy.net//393,1
www.amazon.com//291,www.amazon.com//2226,1
www.flexshopper.com//2173,www.amazon.com//1081,1
www.amazon.com//2395,www.amazon.com//1014,1
www.amazon.com//291,buy.net//634,1
buy.net//634,www.amazon.com//2395,1
www.amazon.com//1313,www.flexshopper.com//2173,1
buy.net//634,www.amazon.com//1389,1
www.amazon.com//1389,www.amazon.com//2226,1
buy.net//634,www.amazon.com//2226,1
www.amazon.com//1313,www.amazon.com//2395,1
www.flexshopper.com//2173,www.flexshopper.com//1098,1
www.amazon.com//1081,www.amazon.com//1014,1
www.amazon.com//2395,www.amazon.com//2226,1
www.amazon.com//1313,www.amazon.com//1389,1
www.flexshopper.com//2173,buy.net//393,1
www.amazon.com//1313,www.amazon.com//2226,1
www.flexshopper.com//1098,buy.net//393,1
www.flexshopper.com//1098,www.amazon.com//1014,1
www.amazon.com//1313,buy.net//634,1
www.flexshopper.com//2173,www.amazon.com//1014,1
www.amazon.com//1081,www.flexshopper.com//1098,1
www.amazon.com//291,www.amazon.com//2395,1
www.amazon.com//1081,buy.net//393,1
www.flexshopper.com//2173,www.amazon.com//1389,1
www.amazon.com//1014,buy.net//393,1
www.flexshopper.com//2173,www.amazon.com//2226,1
buy.net//2012,www.amazon.com//2284,1
www.flexshopper.com//1905,www.flexshopper.com//1352,1
buy.net//2012,www.flexshopper.com//1905,1
www.amazon.com//2284,www.flexshopper.com//1352,1
buy.net//2012,www.isupplyhub.com//326,1
www.isupplyhub.com//326,www.flexshopper.com//1905,1
www.isupplyhub.com//326,www.flexshopper.com//1352,1
www.amazon.com//2284,www.isupplyhub.com//326,1
www.amazon.com//2284,www.flexshopper.com//1905,1
buy.net//2012,www.flexshopper.com//1352,1
www.amazon.com//1752,www.flexshopper.com//326,1
www.flexshopper.com//741,www.amazon.com//331,1
www.flexshopper.com//741,www.amazon.com//1545,1
www.amazon.com//1545,www.isupplyhub.com//451,1
www.amazon.com//1545,buy.net//1836,1
www.amazon.com//331,buy.net//1836,1
www.isupplyhub.com//451,buy.net//1836,1
www.flexshopper.com//741,www.isupplyhub.com//451,1
www.amazon.com//279,buy.net//1836,1
www.amazon.com//279,www.isupplyhub.com//451,1
